EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
803293,NORTHERN BERKSHIRE (ZONE), ,01/01/2019,600,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,MG,134145,Z,1,ALY,0,0,ASOS, , , , , , , , ,01/01/2019,1600, , , , ,"","Strong westerly to northwesterly winds developed during the morning of the 1st behind a cold front. Wind gusts in the 40 to 50 mph range were recorded. The winds brought down trees and wires and resulted in isolated power outages.",1
803294,SOUTHERN BERKSHIRE (ZONE), ,01/01/2019,600,Strong Wind,40.00, ,0,0,1000,0,MA,EST-5,EG,134145,Z,25,ALY,0,0,Mesonet, , , , , , , , ,01/01/2019,1600, , , , ,"","Strong westerly to northwesterly winds developed during the morning of the 1st behind a cold front. Wind gusts in the 40 to 50 mph range were recorded. The winds brought down trees and wires and resulted in isolated power outages.",2
795083,WESTERN MIDDLESEX (ZONE), ,01/01/2019,1100,Strong Wind,40.00, ,0,0,3000,0,MA,EST-5,EG,132878,Z,5,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1100, , , , ,"At 11 AM EST a tree fell on a car on Wood Street in Hopkinton. At 12:10 PM EST a tree and wires fell on Pond Street in Hopkinton.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",3
795084,SOUTHERN WORCESTER (ZONE), ,01/01/2019,1110,High Wind,50.00, ,0,0,12000,0,MA,EST-5,EG,132878,Z,12,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1433, , , , ,"At 11:10 AM EST a tree fell on Arnold Road in Sturbridge. At 11:15 AM EST a tree fell on wires on Beaver Street in Worcester.  At 11:15 AM EST a large tree fell on Blackstone Street in Blackstone. At 11:35 AM EST a tree fell on Leland Hill Road in Grafton. At 12:30 PM EST a tree fell on a car on Canal Street in Sutton.  At 2:33 PM EST a tree fell on Morrison Drive in Mendon.  At 10:53 AM EST an amateur radio operator estimated a wind gust of 53 mph.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",4
795085,WESTERN ESSEX (ZONE), ,01/01/2019,1115,Strong Wind,46.00, ,0,0,1500,0,MA,EST-5,EG,132878,Z,6,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1115, , , , ,"At 11:15 AM EST a tree fell on wires on Crane Neck Street in West Newbury.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",5
795086,WESTERN NORFOLK (ZONE), ,01/01/2019,1135,Strong Wind,40.00, ,0,0,5000,0,MA,EST-5,EG,132878,Z,13,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1300, , , , ,"At 12:06 PM EST a tree and wires fell on Orchard Place in Foxboro.  At 1 PM EST a tree fell on a house on Granite Street in Medfield.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",6
795087,WESTERN HAMPSHIRE (ZONE), ,01/01/2019,1212,Strong Wind,46.00, ,0,0,2500,0,MA,EST-5,EG,132878,Z,8,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1250, , , , ,"At 12:12 PM EST a tree fell on wires on Harlow Clark Road at County Road in Huntington. At 12:50 PM EST a tree fell on wires on state route 112 in Huntington.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",7
795088,SOUTHERN BRISTOL (ZONE), ,01/01/2019,1215,Strong Wind,40.00, ,0,0,1500,0,MA,EST-5,EG,132878,Z,20,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1215, , , , ,"At 12:15 PM EST a tree and wires fell on Rock O'Dundee Road in South Dartmouth.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",8
795090,EASTERN PLYMOUTH (ZONE), ,01/01/2019,1300,Strong Wind,43.00, ,0,0,7000,0,MA,EST-5,EG,132878,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1300, , , , ,"At 1 PM EST a tree fell on a car at Pine Street and Wildcat Lane in Norwell. Two people were trapped in the car, but no injuries.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",9
795094,NORTHERN WORCESTER (ZONE), ,01/01/2019,1617,Strong Wind,40.00, ,0,0,5000,0,MA,EST-5,EG,132878,Z,4,BOX,0,0,Amateur Radio, , , , , , , , ,01/01/2019,1617, , , , ,"At 4:17 PM EST multiple trees fell on a fence by Phillipston Road in Barre.","Low pressure center passing through New York State on January 1 brought strong west winds to Massachusetts on January 1.",10
802430,NORTHERN BERKSHIRE (ZONE), ,01/09/2019,0,Winter Weather, , ,0,0,0,0,MA,EST-5, ,134037,Z,1,ALY,0,0,Trained Spotter, , , , , , , , ,01/10/2019,700, , , , ,"","A mix of rain and freezing rain developed in the early morning hours of January 9th ahead of an occluded front. The mixed precipitation quickly changed to snow over the higher terrain as the front passed and cold air was drawn into western Massachusetts. Upslope snow continued over higher elevations through the day and into the night before ending on the morning of the 10th. Accumulating snow occurred mainly above 1500 feet where totals of 4 to 10 inches were observed.",11
794747,NORTHERN BERKSHIRE (ZONE), ,01/19/2019,1600,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132827,Z,1,ALY,0,0,Trained Spotter, , , , , , , , ,01/20/2019,1600, , , , ,"","A winter storm impacted western Massachusetts on January 19th and 20th. Low pressure formed over the lower Mississippi Valley and lifted northeast across the Tennessee Valley during the night of the 19th before moving along the Mason-Dixon line on the 20th. Strong rising motion occurred as southerly winds aloft transported moist air northward, which was lifted over the cold airmass in place over western Massachusetts. Snowfall broke out during the afternoon of the 19th, continuing heavy at times into the evening and overnight hours before ending during the morning of the 20th. The strong southerly flow brought above-freezing air aloft into the region, causing the snow to turn to sleet and freezing rain for a time around during the wee hours to the early morning of the 20th before turning back to snow. Snow and sleet totals ranged from around 6 inches around Pittsfield and Great Barrington to around 20 inches over the high terrain of the Berkshires. Ice accretion of up to 0.15 inches was recorded due to freezing rain.||Frigid temperatures followed the snow for Monday and Tuesday, January 21st-22nd, with wind chills falling to -20 to -40F. The cold weather prompted the closing of schools and the opening of warming shelters across the region.",12
794748,SOUTHERN BERKSHIRE (ZONE), ,01/19/2019,1600,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132827,Z,25,ALY,0,0,Trained Spotter, , , , , , , , ,01/20/2019,1600, , , , ,"","A winter storm impacted western Massachusetts on January 19th and 20th. Low pressure formed over the lower Mississippi Valley and lifted northeast across the Tennessee Valley during the night of the 19th before moving along the Mason-Dixon line on the 20th. Strong rising motion occurred as southerly winds aloft transported moist air northward, which was lifted over the cold airmass in place over western Massachusetts. Snowfall broke out during the afternoon of the 19th, continuing heavy at times into the evening and overnight hours before ending during the morning of the 20th. The strong southerly flow brought above-freezing air aloft into the region, causing the snow to turn to sleet and freezing rain for a time around during the wee hours to the early morning of the 20th before turning back to snow. Snow and sleet totals ranged from around 6 inches around Pittsfield and Great Barrington to around 20 inches over the high terrain of the Berkshires. Ice accretion of up to 0.15 inches was recorded due to freezing rain.||Frigid temperatures followed the snow for Monday and Tuesday, January 21st-22nd, with wind chills falling to -20 to -40F. The cold weather prompted the closing of schools and the opening of warming shelters across the region.",13
795416,WESTERN PLYMOUTH (ZONE), ,01/19/2019,1700,Winter Weather, , ,0,0,0,0,MA,EST-5, ,132935,Z,18,BOX,0,0,CoCoRaHS, , , , , , , , ,01/20/2019,1700, , , , ,"Two to five inches of snow fell on Western Plymouth County.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",14
795412,WESTERN NORFOLK (ZONE), ,01/19/2019,1700,Winter Weather, , ,0,0,0,0,MA,EST-5, ,132935,Z,13,BOX,0,0,Amateur Radio, , , , , , , , ,01/20/2019,1700, , , , ,"Three to five inches of snow fell on Western Norfolk County.  An amateur radio operator  in Foxboro reported one-quarter inch accumulation of ice.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",15
795409,NORTHERN BRISTOL (ZONE), ,01/19/2019,1700,Winter Weather, , ,0,0,0,0,MA,EST-5, ,132935,Z,17,BOX,0,0,CoCoRaHS, , , , , , , , ,01/20/2019,1700, , , , ,"Two to four inches of snow fell on Northern Bristol County.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",16
795365,SOUTHEAST MIDDLESEX (ZONE), ,01/19/2019,1700,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,14,BOX,0,0,Trained Spotter, , , , , , , , ,01/20/2019,1800, , , , ,"Five to nine inches of snow fell on Southeast Middlesex County.  A trained spotter in Lexington reported ice accumulation of six-hundredths of an inch.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",17
795417,SUFFOLK (ZONE), ,01/19/2019,1800,Winter Weather, , ,0,0,0,0,MA,EST-5, ,132935,Z,15,BOX,0,0,Public, , , , , , , , ,01/20/2019,1800, , , , ,"Two to five inches of snow fell on Suffolk County.  A member of the General Public in Charlestown reported ice accumulation of one-quarter inch.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",18
795414,EASTERN NORFOLK (ZONE), ,01/19/2019,1900,Winter Weather, , ,0,0,0,0,MA,EST-5, ,132935,Z,16,BOX,0,0,Amateur Radio, , , , , , , , ,01/20/2019,1700, , , , ,"Three to six inches of snow fell on Eastern Norfolk County.  A trained spotter in Braintree  reported three-tenths inch accumulation of ice.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",19
795353,WESTERN MIDDLESEX (ZONE), ,01/19/2019,1900,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,5,BOX,0,0,Trained Spotter, , , , , , , , ,01/20/2019,1700, , , , ,"Five to ten inches of snow fell on Western Middlesex County.  Members of the General Public in Carlisle and Framingham reported ice accumulation of six-hundredths inch.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",20
795337,EASTERN FRANKLIN (ZONE), ,01/19/2019,1900,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,3,BOX,0,0,CoCoRaHS, , , , , , , , ,01/20/2019,1600, , , , ,"Five to eight inches of snow fell on Eastern Franklin County.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",21
795333,WESTERN FRANKLIN (ZONE), ,01/19/2019,1900,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,2,BOX,0,0,CoCoRaHS, , , , , , , , ,01/20/2019,1700, , , , ,"Eight to eleven inches of snow fell on Western Franklin County.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",22
795361,WESTERN HAMPDEN (ZONE), ,01/19/2019,1910,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,9,BOX,0,0,Amateur Radio, , , , , , , , ,01/20/2019,1750, , , , ,"Six to eight inches of snow fell on Western Hampden County.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",23
795360,WESTERN HAMPSHIRE (ZONE), ,01/19/2019,1915,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,8,BOX,0,0,Amateur Radio, , , , , , , , ,01/20/2019,1750, , , , ,"Seven to ten inches of snow fell on Western Hampshire County.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",24
795362,EASTERN HAMPSHIRE (ZONE), ,01/19/2019,1920,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,10,BOX,0,0,Trained Spotter, , , , , , , , ,01/20/2019,1700, , , , ,"Five to ten inches of snow fell on Eastern Hampshire County.  A trained spotter in South Hadley reported ice accumuation of six-hundredths of an inch.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",25
795363,EASTERN HAMPDEN (ZONE), ,01/19/2019,1930,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,11,BOX,0,0,CoCoRaHS, , , , , , , , ,01/20/2019,1700, , , , ,"Five to eight inches of snow fell on Eastern Hampden County. A trained spotter in Springfield reported ice accumulation of one-quarter inch.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",26
795350,NORTHERN WORCESTER (ZONE), ,01/19/2019,2000,Winter Storm, , ,0,0,0,0,MA,EST-5, ,132935,Z,4,BOX,0,0,Amateur Radio, , , , , , , , ,01/20/2019,1615, , , , ,"Five to seven inches of snow fell in Northern Worcester County.","Low pressure from the Deep South moved along the South Coast of New England on January 20.  This brought snow and rain to Southeast Massachusetts, while Northern Massachusetts received snow and freezing rain.  An isolated thunderstorm moved off the ocean across Cape Cod.",27
