EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1068796,NORTHERN BRISTOL (ZONE), ,01/13/2023,202,Strong Wind,43.00, ,0,0,2000,0,MA,EST-5,EG,176039,Z,17,BOX,0,0,Law Enforcement, , , , , , , , ,01/13/2023,600, , , , ,"In Berkley at 202 AM EST, a large tree was down on Myricks Street.  In Taunton at 345 AM EST, a tree was down on Norton Avenue near Jeffrey Lane.  In North Easton at 6 AM, a tree was down on Sheridan Street.","A short wave trough in the Tennessee Valley helped intensify low pressure as it moved through PA, NY, and northern New England.  Out ahead of this low, a strong SSW low level jet formed and as temperatures rose, some of the winds were able to break through the inversion and make it to the surface in southeastern MA overnight.",1
1068846,EASTERN PLYMOUTH (ZONE), ,01/15/2023,252,Strong Wind,43.00, ,0,0,1500,0,MA,EST-5,EG,176055,Z,19,BOX,0,0,Law Enforcement, , , , , , , , ,01/15/2023,827, , , , ,"Winds gusted to around 50 mph.  At the Hull Yacht Club, a Weatherflow station recorded a gust to 48 mph at 827 AM EST.  In Duxbury at 252 AM EST, a tree was down on wires on Tobey Garden Street.  In Cohasset at 646 AM EST, a tree was down on Norman Todd Road at Beechwood Street.  In Scituate at 855 AM EST, trees were down on Rachels Way.  All downed tree reports were per law enforcement, but relayed by amateur radio.","With low pressure off the coast, there was a strong NNE low-level jet over southeastern Massachusetts.  Winds gusted to 45 to 55 mph during the early morning hours, which caused some scattered wind damage in southeast Massachusetts.",2
1068845,BARNSTABLE (ZONE), ,01/15/2023,605,Strong Wind,47.00, ,0,0,6000,0,MA,EST-5,MG,176055,Z,22,BOX,0,0,Law Enforcement, , , , , , , , ,01/15/2023,1021, , , , ,"Winds gusted to between 45 and 55 mph.  In Hyannis, the ASOS at KYHA Airport recorded a gust to 49 mph at 605 AM EST.  In Dennis, a CWOP station recorded a gust to 54 mph at 629 AM EST.  In Brewster at 855 AM EST, trees were down near Jonathan's Way and Main Street, causing some roof damage.  In Dennis at 1021 AM EST, a tree was down on Beach Street at New Boston Road.  All downed tree reports were per law enforcement, but relayed by amateur radio.","With low pressure off the coast, there was a strong NNE low-level jet over southeastern Massachusetts.  Winds gusted to 45 to 55 mph during the early morning hours, which caused some scattered wind damage in southeast Massachusetts.",3
1068848,NORTHERN WORCESTER (ZONE), ,01/20/2023,800,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,176062,Z,4,BOX,0,0,COOP Observer, , , , , , , , ,01/20/2023,1700, , , , ,"Snowfall totals included 6.9 inches in Ashburnham (Co-Op Observer), 6.0 inches in Sterling (Trained Spotter), and 5.5 inches in Princeton (Public).","Areas of light rain transitioned to snow by late in the morning. Even though low pressure was pulling farther away offshore, upper level low pressure remained to the west and an inverted trough set up with a mid-level convergence axis across northern Massachusetts. Pockets of moderate snow fell through the afternoon, with totals of up to 6 to 7 inches in a few places in northern MA.",4
1068849,NORTHWEST MIDDLESEX COUNTY (ZONE), ,01/20/2023,900,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,176062,Z,26,BOX,0,0,Trained Spotter, , , , , , , , ,01/20/2023,1800, , , , ,"In the higher terrain of far northwest Middlesex County, 5 to 7 inches of snow fell.  In Pepperell, a trained spotter reported 6.3 inches.  Other reports included 8.0 in Ashby (which may have been too high) and 5.4 inches in Tyngsboro - just to the east of MA Zone 26.","Areas of light rain transitioned to snow by late in the morning. Even though low pressure was pulling farther away offshore, upper level low pressure remained to the west and an inverted trough set up with a mid-level convergence axis across northern Massachusetts. Pockets of moderate snow fell through the afternoon, with totals of up to 6 to 7 inches in a few places in northern MA.",5
1068865,WESTERN ESSEX (ZONE), ,01/20/2023,1000,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,176062,Z,6,BOX,0,0,Trained Spotter, , , , , , , , ,01/20/2023,1800, , , , ,"Five to six inches of snow fell in western Essex County.  Snowfall totals, from trained spotters, included 5.8 inches in Methuen, 5.5 inches in Haverhill, and 5.2 inches in North Andover.","Areas of light rain transitioned to snow by late in the morning. Even though low pressure was pulling farther away offshore, upper level low pressure remained to the west and an inverted trough set up with a mid-level convergence axis across northern Massachusetts. Pockets of moderate snow fell through the afternoon, with totals of up to 6 to 7 inches in a few places in northern MA.",6
1074544,SOUTHERN BERKSHIRE (ZONE), ,01/22/2023,1600,Winter Weather, , ,0,2,0,0,MA,EST-5, ,176836,Z,25,ALY,0,0,Trained Spotter, , , , , , , , ,01/23/2023,1700, , , , ,"","With western Massachusetts in the cold sector of a coastal low pressure system, a swath of moderate to heavy snow fell across a good portion of the area Sunday evening/night into Monday before ending Monday evening. The winter storm proved impactful resulting in car crashes and downed trees and wires resulting in some power outages over parts of the Berkshires. A local newspaper reported a head-on collision on an icy roadway that sent two people to the hospital with injuries in the Town of Sheffield.||Key Impacts: Car accidents with injuries, power outages, downed trees.",7
1074520,NORTHERN BERKSHIRE (ZONE), ,01/22/2023,1900,Winter Storm, , ,0,0,0,0,MA,EST-5, ,176836,Z,1,ALY,0,0,CoCoRaHS, , , , , , , , ,01/23/2023,1700, , , , ,"","With western Massachusetts in the cold sector of a coastal low pressure system, a swath of moderate to heavy snow fell across a good portion of the area Sunday evening/night into Monday before ending Monday evening. The winter storm proved impactful resulting in car crashes and downed trees and wires resulting in some power outages over parts of the Berkshires. A local newspaper reported a head-on collision on an icy roadway that sent two people to the hospital with injuries in the Town of Sheffield.||Key Impacts: Car accidents with injuries, power outages, downed trees.",8
1068970,WESTERN FRANKLIN (ZONE), ,01/23/2023,300,Heavy Snow, , ,0,0,1000,0,MA,EST-5, ,176068,Z,2,BOX,0,0,COOP Observer, , , , , , , , ,01/23/2023,1700, , , , ,"Snowfall amounts ranged from 6 to 11 inches in the higher terrain in western Franklin County.  In Hawley, a Co-Op observer reported 11.4 inches.  In both Rowe and Leyden, reports of 6 inches were received.  In Buckland, police reported a tree down on Mohawk Trail (Route 2), blocking both lanes.  The report was relayed by amateur radio.","Low pressure, tracking from the New Jersey coast to Nantucket, produced heavy, wet snow that was pretty much confined to the higher elevations in western and northern Massachusetts.  The weight of the snow, especially when combined with snow from a few days prior, caused some tree damage.  There was also coastal flooding around the time of high tide in eastern Massachusetts.",9
1070778,WESTERN HAMPSHIRE (ZONE), ,01/23/2023,300,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,176068,Z,8,BOX,0,0,Trained Spotter, , , , , , , , ,01/23/2023,1700, , , , ,"A trained spotter in Plainfield (norther part of MA Zone 8) reported 7.0 inches of heavy, wet snow.  Only 4 to 5 inches was reported in southern areas of MA Zone 8.","Low pressure, tracking from the New Jersey coast to Nantucket, produced heavy, wet snow that was pretty much confined to the higher elevations in western and northern Massachusetts.  The weight of the snow, especially when combined with snow from a few days prior, caused some tree damage.  There was also coastal flooding around the time of high tide in eastern Massachusetts.",10
