EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
869408,BARNSTABLE (ZONE), ,01/08/2020,100,High Wind,50.00, ,0,0,0,0,MA,EST-5,MG,144782,Z,22,BOX,0,0,Mesonet, , , , , , , , ,01/08/2020,100, , , , ,"A mesonet site reported a wind gust of 58 mph.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",1
869413,NORTHERN WORCESTER (ZONE), ,01/08/2020,1500,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144782,Z,4,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,1500, , , , ,"An amateur radio operator reported a large tree and wires down on Claflin Street in Leominster.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",2
869414,NORTHERN WORCESTER (ZONE), ,01/08/2020,1510,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144782,Z,4,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,1510, , , , ,"An amateur radio operator reported the top half of a tree down on Prospect Hill Rd in Harvard.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",3
869415,EASTERN HAMPDEN (ZONE), ,01/08/2020,1646,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144782,Z,11,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,1646, , , , ,"An amateur radio operator reported a large branch and wires down on Ducharme Ave in Chicopee.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",4
869417,WESTERN NORFOLK (ZONE), ,01/08/2020,1715,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144782,Z,13,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,1715, , , , ,"An amateur radio operator reported a tree down across Burnt Swamp Rd.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",5
869418,WESTERN NORFOLK (ZONE), ,01/08/2020,1835,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144782,Z,13,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,1835, , , , ,"An amateur radio operator reported a tree down across Everett St in Norfolk.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",6
869420,EASTERN HAMPSHIRE (ZONE), ,01/08/2020,2027,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144782,Z,10,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,2027, , , , ,"An amateur radio operator reported 2 trees and wires down on Oliver St. in Easthampton.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",7
869421,WESTERN MIDDLESEX (ZONE), ,01/08/2020,2045,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144782,Z,5,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,2045, , , , ,"An amateur radio operator reported a tree and wires down on Terrace Hall Ave in Burlington.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",8
869422,SOUTHERN WORCESTER (ZONE), ,01/08/2020,2050,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144782,Z,12,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,2050, , , , ,"An amateur radio operator reported a tree branch and wires down on Hill St in Shrewsbury.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",9
869424,SOUTHERN WORCESTER (ZONE), ,01/08/2020,2055,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144782,Z,12,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,2055, , , , ,"An amateur radio operator reported a large tree down blocking Carroll Hill Rd at Rt 20 in Charlton.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",10
869427,SOUTHERN WORCESTER (ZONE), ,01/08/2020,2057,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144782,Z,12,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,2057, , , , ,"An amateur radio operator reported a tree down on wires on Thompson Rd in Webster.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",11
869429,WESTERN NORFOLK (ZONE), ,01/08/2020,2136,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144782,Z,13,BOX,0,0,Amateur Radio, , , , , , , , ,01/08/2020,2136, , , , ,"An amateur radio operator reported a tree and wires down on Pumping Station Rd in Foxboro.","Behind a departing ocean storm cold NW winds became gusty bringing some gusts near 50kts and some damage to wires and trees.",12
869445,NORTHERN WORCESTER (ZONE), ,01/12/2020,347,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144786,Z,4,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,347, , , , ,"An amateur radio operator reported a tree down on Ware Rd in Warren.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",13
869446,WESTERN MIDDLESEX (ZONE), ,01/12/2020,355,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144786,Z,5,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,355, , , , ,"An amateur radio operator reported a tree and wires down on Park Ave West in Lowell.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",14
872535,SOUTHERN BERKSHIRE (ZONE), ,01/12/2020,400,Strong Wind,40.00, ,0,0,1000,0,MA,EST-5,EG,145344,Z,25,ALY,0,0,Mesonet, , , , , , , , ,01/12/2020,1500, , , , ,"","After an unseasonably warm spell, strong westerly winds developed behind a cold frontal passage during the morning and afternoon of January 12th. The winds gusted as high as 46 miles per hour and resulted in a few reports of downed branches and trees.",15
872534,NORTHERN BERKSHIRE (ZONE), ,01/12/2020,400,Strong Wind,40.00, ,0,0,1000,0,MA,EST-5,EG,145344,Z,1,ALY,0,0,Mesonet, , , , , , , , ,01/12/2020,1500, , , , ,"","After an unseasonably warm spell, strong westerly winds developed behind a cold frontal passage during the morning and afternoon of January 12th. The winds gusted as high as 46 miles per hour and resulted in a few reports of downed branches and trees.",16
869448,SUFFOLK (ZONE), ,01/12/2020,405,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144786,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,405, , , , ,"An amateur radio operator reported a tree down on Fenway near Hemenway Terrace in Boston.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",17
869450,WESTERN PLYMOUTH (ZONE), ,01/12/2020,409,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144786,Z,18,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,409, , , , ,"An amateur radio operator reported a tree down on a house on Rice Ave in Rockland.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",18
869453,WESTERN NORFOLK (ZONE), ,01/12/2020,418,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144786,Z,13,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,418, , , , ,"An amateur radio operator reported a pole and wires down on Rt 9 in Wellesley.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",19
869455,WESTERN PLYMOUTH (ZONE), ,01/12/2020,502,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144786,Z,18,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,502, , , , ,"An amateur radio operator reported a tree and wires down on Highland St in Middleboro.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",20
869440,BARNSTABLE (ZONE), ,01/12/2020,508,High Wind,56.00, ,0,0,0,0,MA,EST-5,MG,144786,Z,22,BOX,0,0,ASOS, , , , , , , , ,01/12/2020,508, , , , ,"The Blue Hill Observatory reported a gust of 64 mph.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",21
869456,EASTERN HAMPDEN (ZONE), ,01/12/2020,522,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144786,Z,11,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,522, , , , ,"An amateur radio operator reported a tree down on Rt 32 in Monson.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",22
869459,WESTERN MIDDLESEX (ZONE), ,01/12/2020,537,Strong Wind,43.00, ,0,0,1000,0,MA,EST-5,EG,144786,Z,5,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,537, , , , ,"An amateur radio operator reported a tree down on wires on Marshall St in Holliston.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",23
869460,WESTERN PLYMOUTH (ZONE), ,01/12/2020,537,Strong Wind,43.00, ,0,0,500,0,MA,EST-5,EG,144786,Z,18,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,537, , , , ,"An amateur radio operator reported a tree down blocking East St. in Halifax.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",24
869438,EASTERN NORFOLK (ZONE), ,01/12/2020,547,High Wind,58.00, ,0,0,0,0,MA,EST-5,MG,144786,Z,16,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,547, , , , ,"An amateur radio operator reported  a wind gust of 67 mph in Milton.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",25
869463,EASTERN PLYMOUTH (ZONE), ,01/12/2020,605,Strong Wind,43.00, ,0,0,3000,0,MA,EST-5,EG,144786,Z,19,BOX,0,0,Amateur Radio, , , , , , , , ,01/12/2020,605, , , , ,"An amateur radio operator reported a tree down on Barque Hill Dr as well as 11 other locations in Norwell.","High pressure offshore and a weather system over the Midwest combined |to bring southwest winds along the Eastern Seaboard that led to some minor damage.",26
