EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
929580,WESTERN HAMPSHIRE (ZONE), ,01/16/2021,30,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,154284,Z,8,BOX,0,0,Amateur Radio, , , , , , , , ,01/16/2021,900, , , , ,"Heavy snow averaged close to 6 inches in western Hampshire County, but ranged all the way from 1 to 9.5 inches, with the highest amounts in the immediate east slopes of the Berkshires.  Some specific amounts included 9.5 inches in Cummington (amateur radio), 8.0 inches in Plainfield (CoCoRaHS), 7.0 inches in Middlefield (broadcast media), 2.0 inches in Westhampton (CoCoRaHS), and 1.0 inches in Williamsburg (CoCoRaHS).","Low pressure in the Ohio Valley spawned a secondary low pressure system off the mid-Atlantic coast, which moved northward into northern New England. It brought 1 to 2 inches of rain to much of Massachusetts, but in the highest terrain of western Franklin and Hampshire Counties, it was cold enough for 6 to 10 inches of snow to pile up during the overnight and early morning hours.  The heavy, wet snow downed some trees and wires in Franklin County.  Strong winds occurred in eastern Massachusetts, with gusts to 50 to 55 mph and a sustained wind generally of 30 to 40 mph.",1
929578,WESTERN FRANKLIN (ZONE), ,01/16/2021,100,Heavy Snow, , ,0,0,1900,0,MA,EST-5, ,154284,Z,2,BOX,0,0,COOP Observer, , , , , , , , ,01/16/2021,1030, , , , ,"Heavy snow averaged 6 inches across western Franklin County, but ranged from 3 to 10 inches, highest in the immediate higher slopes of the Berkshires.  Specific amounts included 10.0 inches in East Hawley (CoOp Observer), 8.5 inches in Ashfield (public), 8.3 inches in Heath (amateur radio), 8.2 inches in Rowe (Co-Op Observer), 4.6 inches in Colrain (CoCoRaHS), 4.0 inches in Shelburne Falls (amateur radio), 3.1 inches in Conway (CoCoRaHS), and 3.0 inches in Leyden (amateur radio).  In Colrain at 809 AM EST, power lines were down on Adamsville Road due to the weight of the wet snow.  In Shelburne at 925 AM EST, wires were down on Route 2 due to heavy, wet snow.  In Heath at 958 AM EST, a tree was down on Burnt Hill Road due to the heavy, wet snow.  In Charlemont at 1018 AM EST, a tree and wires were down on West Oxbow Road due to the weight of the wet snow.","Low pressure in the Ohio Valley spawned a secondary low pressure system off the mid-Atlantic coast, which moved northward into northern New England. It brought 1 to 2 inches of rain to much of Massachusetts, but in the highest terrain of western Franklin and Hampshire Counties, it was cold enough for 6 to 10 inches of snow to pile up during the overnight and early morning hours.  The heavy, wet snow downed some trees and wires in Franklin County.  Strong winds occurred in eastern Massachusetts, with gusts to 50 to 55 mph and a sustained wind generally of 30 to 40 mph.",2
938376,NORTHERN BERKSHIRE (ZONE), ,01/16/2021,100,Winter Storm, , ,0,0,0,0,MA,EST-5, ,155579,Z,1,ALY,0,0,Trained Spotter, , , , , , , , ,01/17/2021,1244, , , , ,"","A storm system brought a mix of rain and snow to western Massachusetts from early Saturday, January 16th through the morning of Sunday, January 17th, 2021. Snow was mainly confined to the higher elevations in Northern Berkshire county where up to 13 inches fell. Southern Berkshire county saw mainly rainfall.",3
929586,EASTERN ESSEX (ZONE), ,01/16/2021,940,High Wind,37.00, ,0,0,0,0,MA,EST-5,MS,154284,Z,7,BOX,0,0,Mesonet, , , , , , , , ,01/16/2021,1040, , , , ,"At 940 AM EST, an UrbaNet station in 1 mile north of Marblehead recorded a sustained wind of 43 mph.","Low pressure in the Ohio Valley spawned a secondary low pressure system off the mid-Atlantic coast, which moved northward into northern New England. It brought 1 to 2 inches of rain to much of Massachusetts, but in the highest terrain of western Franklin and Hampshire Counties, it was cold enough for 6 to 10 inches of snow to pile up during the overnight and early morning hours.  The heavy, wet snow downed some trees and wires in Franklin County.  Strong winds occurred in eastern Massachusetts, with gusts to 50 to 55 mph and a sustained wind generally of 30 to 40 mph.",4
938443,NORTHERN BERKSHIRE (ZONE), ,01/26/2021,1000,Winter Weather, , ,0,0,0,0,MA,EST-5, ,155587,Z,1,ALY,0,0,Trained Spotter, , , , , , , , ,01/27/2021,1000, , , , ,"","A low pressure system brought a light to moderate snowfall to western Massachusetts from the morning hours of Tuesday, January 26th into the morning of Wednesday, January 27th, 2021. Snowfall totals ranged from 3 to about 6 across Berkshire county. Some of the steadier snowfall impacted the Tuesday evening commute.",5
938444,SOUTHERN BERKSHIRE (ZONE), ,01/26/2021,1000,Winter Weather, , ,0,0,0,0,MA,EST-5, ,155587,Z,25,ALY,0,0,Trained Spotter, , , , , , , , ,01/27/2021,1000, , , , ,"","A low pressure system brought a light to moderate snowfall to western Massachusetts from the morning hours of Tuesday, January 26th into the morning of Wednesday, January 27th, 2021. Snowfall totals ranged from 3 to about 6 across Berkshire county. Some of the steadier snowfall impacted the Tuesday evening commute.",6
938690,NORTHERN BERKSHIRE (ZONE), ,01/28/2021,2200,Extreme Cold/Wind Chill, , ,0,0,0,0,MA,EST-5, ,155615,Z,1,ALY,0,0,Official NWS Observations, , , , , , , , ,01/29/2021,1200, , , , ,"","A combination of an arctic airmass and gusty winds resulted in dangerously cold wind chills across west Massachusetts the night of January 28th into January 29th, 2021. Low temperatures ranged from 7 degrees below zero up to 6 degrees above zero in Berkshire county. Wind chill values ranged from 32 degrees below zero up to 0 degrees in Berkshire county.",7
938691,SOUTHERN BERKSHIRE (ZONE), ,01/28/2021,2200,Cold/Wind Chill, , ,0,0,0,0,MA,EST-5, ,155615,Z,25,ALY,0,0,Official NWS Observations, , , , , , , , ,01/29/2021,1200, , , , ,"","A combination of an arctic airmass and gusty winds resulted in dangerously cold wind chills across west Massachusetts the night of January 28th into January 29th, 2021. Low temperatures ranged from 7 degrees below zero up to 6 degrees above zero in Berkshire county. Wind chill values ranged from 32 degrees below zero up to 0 degrees in Berkshire county.",8
938716,NORTHERN BERKSHIRE (ZONE), ,01/29/2021,1800,Extreme Cold/Wind Chill, , ,0,0,0,0,MA,EST-5, ,155619,Z,1,ALY,0,0,Official NWS Observations, , , , , , , , ,01/30/2021,1100, , , , ,"","A combination of an arctic airmass and winds resulted in low cold wind chills across west Massachusetts the night of January 29th into January 30th, 2021. Low temperatures ranged from 12 degrees below zero up to 3 degrees above zero in Berkshire county. Wind chill values ranged from 25 degrees below zero up to 1 degree below zero.",9
938718,SOUTHERN BERKSHIRE (ZONE), ,01/29/2021,1800,Cold/Wind Chill, , ,0,0,0,0,MA,EST-5, ,155619,Z,25,ALY,0,0,Official NWS Observations, , , , , , , , ,01/30/2021,1100, , , , ,"","A combination of an arctic airmass and winds resulted in low cold wind chills across west Massachusetts the night of January 29th into January 30th, 2021. Low temperatures ranged from 12 degrees below zero up to 3 degrees above zero in Berkshire county. Wind chill values ranged from 25 degrees below zero up to 1 degree below zero.",10
